Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: sent,Spreadsheet: sent_1,Spreadsheet: word_1,Spreadsheet: card_1,Spreadsheet: card_2,Spreadsheet: corr_1,Spreadsheet: cons,Spreadsheet: vowel,Spreadsheet: target,Manipulation: Spreadsheet,Store: response 1,Store: response 2,Store: Score,Store: Total_q,Store: Score_total
1,1.7114E+12,25/03/2024 22:16:39,1.71139E+12,-4,25/03/2024 14:16:39,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,,,,,,5,START SUBSYSTEM base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
2,1.71141E+12,25/03/2024 22:16:46,1.71139E+12,-4,25/03/2024 14:16:46,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,,,,,,5,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
3,1.71141E+12,25/03/2024 22:16:46,1.71139E+12,-4,25/03/2024 14:16:46,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
4,1.71141E+12,25/03/2024 22:16:47,1.71139E+12,-4,25/03/2024 14:16:47,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,1,Instructions,Screen 1,9vmjmj,1,continue,,1040.1999999284744,1033.1000000000004,1040.1999999284744,1040.1999999284744,1033.1000000000004,1040.1999999284744,1,1040.1999999284744,0,0,,Click To Continue,Continue Button,2,object-50,Instructions,,,,,,,,,,,,,,,
5,1.71141E+12,25/03/2024 22:16:48,1.71139E+12,-4,25/03/2024 14:16:48,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,1,Trials_blk1,Screen 1,rvjw9l,1,response,peb,934.1999999523159,932.6000000000004,934.1999999523159,934.1999999523159,932.6000000000004,934.1999999523159,0,934.1999999523159,0,0,,Click Response,Card1,7,object-20,Trials_blk1,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,peb,pep,pep,p,e,1,,,,0,,
6,1.71141E+12,25/03/2024 22:16:48,1.71139E+12,-4,25/03/2024 14:16:48,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,1,Trials_blk1,Screen 1,rvjw9l,1,continue,,935.7999999761578,932.6000000000004,935.7999999761578,935.7999999761578,932.6000000000004,935.7999999761578,0,935.7999999761578,0,0,,Click To Continue,Card1,7,object-20,Trials_blk1,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,peb,pep,pep,p,e,1,,,,0,,
7,1.71141E+12,25/03/2024 22:16:48,1.71139E+12,-4,25/03/2024 14:16:48,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,1,Trials_blk1,Screen 3,2d6z4v,2,info,audio started,6.499999928473699,0,6.499999928473699,6.499999928473699,0,6.499999928473699,1,6.499999928473699,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,peb,pep,pep,p,e,1,,,,0,,
8,1.71141E+12,25/03/2024 22:16:48,1.71139E+12,-4,25/03/2024 14:16:48,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,1,Trials_blk1,Screen 3,2d6z4v,2,info,audio finished,108.09999995231556,100,108.09999995231556,108.09999995231556,100,108.09999995231556,1,108.09999995231556,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,peb,pep,pep,p,e,1,,,,0,,
9,1.71141E+12,25/03/2024 22:16:48,1.71139E+12,-4,25/03/2024 14:16:48,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,1,Trials_blk1,Screen 3,2d6z4v,2,continue,,567.6999999999989,567.6999999999989,567.6999999999989,567.6999999999989,567.6999999999989,567.6999999999989,1,567.6999999999989,0,0,,Fixation Timing,Fixation,1,object-45,Trials_blk1,Todd has a cat named ___,pe_25_sent.mp3,pe_25_word.mp3,peb,pep,pep,p,e,1,,,,0,,
10,1.71141E+12,25/03/2024 22:16:49,1.71139E+12,-4,25/03/2024 14:16:49,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,2,Trials_blk1,Screen 1,rvjw9l,1,response,peb,306.60000000000036,300,306.60000000000036,306.60000000000036,300,306.60000000000036,1,306.60000000000036,0,0,,Click Response,Card2,6,object-19,Trials_blk1,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,,,,50,,
11,1.71141E+12,25/03/2024 22:16:49,1.71139E+12,-4,25/03/2024 14:16:49,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,2,Trials_blk1,Screen 1,rvjw9l,1,continue,,312.10000000000036,300,312.10000000000036,312.10000000000036,300,312.10000000000036,0,312.10000000000036,0,0,,Click To Continue,Card2,6,object-19,Trials_blk1,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,,,,50,,
12,1.71141E+12,25/03/2024 22:16:49,1.71139E+12,-4,25/03/2024 14:16:49,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,2,Trials_blk1,Screen 3,2d6z4v,2,info,audio started,13.399999952316648,0,13.399999952316648,13.399999952316648,0,13.399999952316648,1,13.399999952316648,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,,,,50,,
13,1.71141E+12,25/03/2024 22:16:49,1.71139E+12,-4,25/03/2024 14:16:49,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,2,Trials_blk1,Screen 3,2d6z4v,2,info,audio finished,114.69999990463293,100,114.69999990463293,114.69999990463293,100,114.69999990463293,1,114.69999990463293,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,,,,50,,
14,1.71141E+12,25/03/2024 22:16:49,1.71139E+12,-4,25/03/2024 14:16:49,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,2,Trials_blk1,Screen 3,2d6z4v,2,continue,,565.7000000000007,565.7000000000007,565.7000000000007,565.7000000000007,565.7000000000007,565.7000000000007,1,565.7000000000007,0,0,,Fixation Timing,Fixation,1,object-45,Trials_blk1,Todd has a cat named ___,pe_125_sent.mp3,pe_125_word.mp3,pep,peb,peb,p,e,1,,,,50,,
15,1.71141E+12,25/03/2024 22:16:50,1.71139E+12,-4,25/03/2024 14:16:50,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,3,Trials_blk1,Screen 1,rvjw9l,1,response,kep,281.4999999046322,266.6999999999989,281.4999999046322,281.4999999046322,266.6999999999989,281.4999999046322,1,281.4999999046322,0,0,,Click Response,Card1,7,object-20,Trials_blk1,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,kep,keb,kep,k,e,1,,,,67,,
16,1.71141E+12,25/03/2024 22:16:50,1.71139E+12,-4,25/03/2024 14:16:50,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,3,Trials_blk1,Screen 1,rvjw9l,1,continue,,283.4999999999982,266.6999999999989,283.4999999999982,283.4999999999982,266.6999999999989,283.4999999999982,0,283.4999999999982,0,0,,Click To Continue,Card1,7,object-20,Trials_blk1,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,kep,keb,kep,k,e,1,,,,67,,
17,1.71141E+12,25/03/2024 22:16:50,1.71139E+12,-4,25/03/2024 14:16:50,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,3,Trials_blk1,Screen 3,2d6z4v,2,info,audio started,16.799999999999272,0,16.799999999999272,16.799999999999272,0,16.799999999999272,1,16.799999999999272,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,kep,keb,kep,k,e,1,,,,67,,
18,1.71141E+12,25/03/2024 22:16:50,1.71139E+12,-4,25/03/2024 14:16:50,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,3,Trials_blk1,Screen 3,2d6z4v,2,info,audio finished,120.99999995231701,116.60000000000036,120.99999995231701,120.99999995231701,116.60000000000036,120.99999995231701,1,120.99999995231701,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,kep,keb,kep,k,e,1,,,,67,,
19,1.71141E+12,25/03/2024 22:16:50,1.71139E+12,-4,25/03/2024 14:16:50,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,3,Trials_blk1,Screen 3,2d6z4v,2,continue,,567.6000000000004,567.6000000000004,567.6000000000004,567.6000000000004,567.6000000000004,567.6000000000004,1,567.6000000000004,0,0,,Fixation Timing,Fixation,1,object-45,Trials_blk1,Pat had a toad that said ___,ke_50_sent.mp3,ke_50_word.mp3,kep,keb,kep,k,e,1,,,,67,,
20,1.71141E+12,25/03/2024 22:16:50,1.71139E+12,-4,25/03/2024 14:16:50,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,4,Trials_blk1,Screen 1,rvjw9l,1,response,kep,422.9999999761585,416.3000000000011,422.9999999761585,422.9999999761585,416.3000000000011,422.9999999761585,0,422.9999999761585,0,0,,Click Response,Card2,6,object-19,Trials_blk1,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,keb,kep,keb,k,e,1,,,,50,,
21,1.71141E+12,25/03/2024 22:16:50,1.71139E+12,-4,25/03/2024 14:16:50,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,4,Trials_blk1,Screen 1,rvjw9l,1,continue,,425.10000000000036,416.3000000000011,425.10000000000036,425.10000000000036,416.3000000000011,425.10000000000036,0,425.10000000000036,0,0,,Click To Continue,Card2,6,object-19,Trials_blk1,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,keb,kep,keb,k,e,1,,,,50,,
22,1.71141E+12,25/03/2024 22:16:50,1.71139E+12,-4,25/03/2024 14:16:50,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,4,Trials_blk1,Screen 3,2d6z4v,2,info,audio started,11.999999928473699,0,11.999999928473699,11.999999928473699,0,11.999999928473699,1,11.999999928473699,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,keb,kep,keb,k,e,1,,,,50,,
23,1.71141E+12,25/03/2024 22:16:51,1.71139E+12,-4,25/03/2024 14:16:51,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,4,Trials_blk1,Screen 3,2d6z4v,2,info,audio finished,112.89999990463184,100.29999999999927,112.89999990463184,112.89999990463184,100.29999999999927,112.89999990463184,1,112.89999990463184,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,keb,kep,keb,k,e,1,,,,50,,
24,1.71141E+12,25/03/2024 22:16:51,1.71139E+12,-4,25/03/2024 14:16:51,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,4,Trials_blk1,Screen 3,2d6z4v,2,continue,,567,567,567,567,567,567,1,567,0,0,,Fixation Timing,Fixation,1,object-45,Trials_blk1,Pat had a toad that said ___,ke_150_sent.mp3,ke_150_word.mp3,keb,kep,keb,k,e,1,,,,50,,
25,1.71141E+12,25/03/2024 22:16:51,1.71139E+12,-4,25/03/2024 14:16:51,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,5,Trials_blk1,Screen 1,rvjw9l,1,response,pib,400.4999999284737,383.2999999999993,400.4999999284737,400.4999999284737,383.2999999999993,400.4999999284737,0,400.4999999284737,0,0,,Click Response,Card1,7,object-20,Trials_blk1,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,pib,pip,pip,p,i,1,,,,40,,
26,1.71141E+12,25/03/2024 22:16:51,1.71139E+12,-4,25/03/2024 14:16:51,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,5,Trials_blk1,Screen 1,rvjw9l,1,continue,,400.89999999999964,383.2999999999993,400.89999999999964,400.89999999999964,383.2999999999993,400.89999999999964,0,400.89999999999964,0,0,,Click To Continue,Card1,7,object-20,Trials_blk1,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,pib,pip,pip,p,i,1,,,,40,,
27,1.71141E+12,25/03/2024 22:16:51,1.71139E+12,-4,25/03/2024 14:16:51,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,5,Trials_blk1,Screen 3,2d6z4v,2,info,audio started,17.600000000000364,0,17.600000000000364,17.600000000000364,0,17.600000000000364,1,17.600000000000364,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,pib,pip,pip,p,i,1,,,,40,,
28,1.71141E+12,25/03/2024 22:16:52,1.71139E+12,-4,25/03/2024 14:16:52,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,5,Trials_blk1,Screen 3,2d6z4v,2,info,audio finished,123.59999990463257,116.70000000000073,123.59999990463257,123.59999990463257,116.70000000000073,123.59999990463257,1,123.59999990463257,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,pib,pip,pip,p,i,1,,,,40,,
29,1.71141E+12,25/03/2024 22:16:52,1.71139E+12,-4,25/03/2024 14:16:52,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,5,Trials_blk1,Screen 3,2d6z4v,2,continue,,566.6000000000004,566.6000000000004,566.6000000000004,566.6000000000004,566.6000000000004,566.6000000000004,1,566.6000000000004,0,0,,Fixation Timing,Fixation,1,object-45,Trials_blk1,Kat has a tag that read ___,pi_25_sent.mp3,pi_25_word.mp3,pib,pip,pip,p,i,1,,,,40,,
30,1.71141E+12,25/03/2024 22:16:52,1.71139E+12,-4,25/03/2024 14:16:52,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,6,Trials_blk1,Screen 1,rvjw9l,1,response,pib,384.89999999999964,383.39999999999964,384.89999999999964,384.89999999999964,383.39999999999964,384.89999999999964,1,384.89999999999964,0,0,,Click Response,Card2,6,object-19,Trials_blk1,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,,,,50,,
31,1.71141E+12,25/03/2024 22:16:52,1.71139E+12,-4,25/03/2024 14:16:52,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,6,Trials_blk1,Screen 1,rvjw9l,1,continue,,389.1999999523159,383.39999999999964,389.1999999523159,389.1999999523159,383.39999999999964,389.1999999523159,0,389.1999999523159,0,0,,Click To Continue,Card2,6,object-19,Trials_blk1,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,,,,50,,
32,1.71141E+12,25/03/2024 22:16:52,1.71139E+12,-4,25/03/2024 14:16:52,170312,4,task-4ej8,,36441124,,10755999,,live,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 122.0.0.0,1680x1050,1355x758,,,0,Coda prediction task (Single stim),6,Spreadsheet1,6,Trials_blk1,Screen 3,2d6z4v,2,info,audio started,7.099999904632568,0,7.099999904632568,7.099999904632568,0,7.099999904632568,1,7.099999904632568,0,0,,Audio Clip,Audio,2,object-46,Trials_blk1,Kat has a tag that read ___,pi_125_sent.mp3,pi_125_word.mp3,pip,pib,pib,p,i,1,,,,50,,
